x, y
0.25244380030219865, -3.2215807568606674
0.7510715717413426, -2.7029056943229293
1.2487819544235097, -2.5947369718179694
1.7456289123932283, -2.5677502433734647
2.2511640815319622, -2.4674926987960717
2.753623300132597, -2.447973530825252
3.2467467390298808, -2.4907702924178388
3.7490170834746674, -2.4566363938830085
4.2525286009436, -2.3401744895318606
4.749078756668414, -2.1751980875158656
5.255639242653181, -2.477917708962305
5.755157420827038, -2.332522088452391
6.252624965308828, -2.3738894160269126
6.7528446760615495, -2.484116030609605
